customer,frequency,recency,monetary_value,R_Quartile,F_Quartile,M_Quartile,RFMClass
Tanner Reinger,3,20,213,2,1,1,211
Tanya Hoeger,1,87,40,4,4,4,444
Tanya Wintheiser,4,19,154,2,1,1,211
Tara Marvin,1,70,50,4,4,3,443
Tari Thiel,1,47,54,3,4,3,343
Tarik Konopelski I,1,88,51,4,4,3,443
Tarik Marvin Jr.,3,11,175,1,1,1,111
Taryn Maggio,1,76,44,4,4,4,444
Tasha Muller,1,4,30,1,4,4,144
Tate Sporer Sr.,1,6,32,1,4,4,144
Tate Turcotte,2,89,105,4,2,2,422
Tatiana Goldner,1,47,60,3,4,3,343
Tatiana Wiza,1,43,36,3,4,4,344
Tatianna Spinka,1,46,73,3,4,2,342
Tatsuo Cormier,2,34,102,2,2,2,222
Tatsuo Feil MD,1,88,25,4,4,4,444
Tatum Haag,7,4,438,1,1,1,111
Tatyanna Auer MD,1,44,22,3,4,4,344
Tatyanna Ernser,1,83,22,4,4,4,444
Tatyanna Smith,3,9,178,1,1,1,111
Taurus Franecki PhD,1,89,37,4,4,4,444
Tavares Corkery,2,53,108,3,2,1,321
Tavares Schuster III,2,47,123,3,2,1,321
Tavaris Johnston,1,28,56,2,4,3,243
Tavian Bahringer DDS,1,6,74,1,4,2,142
Tavion Powlowski,2,34,120,2,2,1,221
Tavion Thiel III,1,51,75,3,4,2,342
Tavion Wintheiser,3,42,175,3,1,1,311
Tawana Dooley,1,29,38,2,4,4,244
Tawanda Balistreri MD,1,57,44,3,4,4,344
Tawanna Conn,1,74,64,4,4,3,443
Tawanna Leffler PhD,1,26,32,2,4,4,244
Tawny Mante,1,2,23,1,4,4,144
Tawnya Oberbrunner,6,56,338,3,1,1,311
Tayla Conn,1,90,27,4,4,4,444
Tayler Schoen,2,8,90,1,2,2,122
Taylor Crist,6,2,277,1,1,1,111
Taylor Lind,2,11,112,1,2,1,121
Taylor McGlynn,2,76,133,4,2,1,421
Taylor Pollich Jr.,10,6,574,1,1,1,111
Taylor Reilly,1,10,25,1,4,4,144
Taylor Renner,2,46,134,3,2,1,321
Taylor Wiegand,2,29,124,2,2,1,221
Tayshaun Dietrich,1,35,77,2,4,2,242
Tayshaun Feest,10,5,486,1,1,1,111
Tayshaun Torp,3,39,122,3,1,1,311
Tea Langworth,1,6,23,1,4,4,144
Teagan Daniel Jr.,1,52,22,3,4,4,344
Teddie Maggio,1,20,21,2,4,4,244
Teddie Swift,2,8,129,1,2,1,121
Teddie Vandervort,4,13,158,2,1,1,211
Teddie Walter,4,45,168,3,1,1,311
Teddie Wiza,2,74,121,4,2,1,421
Teddy Konopelski,1,52,28,3,4,4,344
Teela Hackett,1,10,32,1,4,4,144
Teela Ritchie,1,89,48,4,4,3,443
Teena Bashirian DVM,1,65,21,4,4,4,444
Teena Bode,3,9,133,1,1,1,111
Teena Ratke,1,11,37,1,4,4,144
Tegan O'Conner,1,21,59,2,4,3,243
Tena Boyer,12,9,566,1,1,1,111
Tenisha Dach,1,30,31,2,4,4,244
Tenisha Daugherty,2,73,93,4,2,2,422
Tenisha Gorczany,1,6,28,1,4,4,144
Tenisha Hills,1,47,52,3,4,3,343
Tennessee Klein,1,14,71,2,4,2,242
Tennessee McKenzie,1,80,41,4,4,4,444
Tennessee Stark,6,4,299,1,1,1,111
Tennie Kshlerin,1,52,25,3,4,4,344
Tennie Kunde,1,59,60,3,4,3,343
Tennie Rolfson PhD,1,5,39,1,4,4,144
Tera Collins,1,60,64,4,4,3,443
Terance Parisian,1,18,24,2,4,4,244
Terence Durgan,1,18,23,2,4,4,244
Teresa McDermott,4,8,221,1,1,1,111
Terese Nader,1,79,79,4,4,2,442
Teressa Spencer,1,87,52,4,4,3,443
Teri Hilll DVM,2,46,105,3,2,2,322
Teri Kunde,3,40,206,3,1,1,311
Terra Schulist,2,68,94,4,2,2,422
Terrell Johnson,1,18,23,2,4,4,244
Terrell Mitchell,1,31,43,2,4,4,244
Terrence Gerlach,1,36,78,2,4,2,242
Terri Runolfsdottir,3,11,144,1,1,1,111
Terrie Ward,5,21,228,2,1,1,211
Terry Adams,1,21,43,2,4,4,244
Terry Becker,1,20,44,2,4,4,244
Terry Berge,4,78,203,4,1,1,411
Terry Bode,1,0,69,1,4,2,142
Terry Haley,1,56,42,3,4,4,344
Terry Heathcote,1,74,63,4,4,3,443
Terry Langosh,1,27,48,2,4,3,243
Terry Smith,2,42,100,3,2,2,322
Terry Turner,3,64,94,4,1,2,412
Tess Connelly,1,55,50,3,4,3,343
Tess Schuppe MD,1,14,51,2,4,3,243
Tessie Metz MD,1,71,21,4,4,4,444
Tevin Thiel,1,80,45,4,4,3,443
Texas Keebler,2,20,133,2,2,1,221
Thad Lynch,1,49,56,3,4,3,343
Thad Marks,2,12,119,1,2,1,121
Thalia Ritchie DVM,2,35,90,2,2,2,222
Thalia Romaguera,1,88,50,4,4,3,443
Thea Schmeler,1,16,22,2,4,4,244
Theadore Parisian,2,45,150,3,2,1,321
Thekla Huel,1,13,58,2,4,3,243
Theo Bahringer,2,42,148,3,2,1,321
Theo Buckridge,1,71,43,4,4,4,444
Theo Osinski,2,6,127,1,2,1,121
Theodis Williamson,1,82,46,4,4,3,443
Theodocia Hettinger,2,10,86,1,2,2,122
Theodocia Rutherford,1,80,54,4,4,3,443
Theodocia Smitham,2,79,92,4,2,2,422
Theodocia Zieme,1,41,50,3,4,3,343
Theodora Boyle,1,86,56,4,4,3,443
Theodora Ledner,2,36,122,2,2,1,221
Theodora Tromp,2,16,104,2,2,2,222
Theodosia Feil,2,5,96,1,2,2,122
Theodosia Wisozk,4,12,194,1,1,1,111
Theola Beer MD,1,76,57,4,4,3,443
Theola O'Conner,1,89,62,4,4,3,443
Theola Rutherford,2,47,101,3,2,2,322
Theresa Kuvalis,2,36,100,2,2,2,222
Theresa Schneider,1,21,49,2,4,3,243
Therese Effertz,1,64,54,4,4,3,443
Theresia Morissette,3,12,173,1,1,1,111
Theresia Mosciski,2,18,45,2,2,3,223
Theta Carter DVM,2,47,113,3,2,1,321
Thomas Parisian,2,79,105,4,2,2,422
Thomas Ullrich,2,12,96,1,2,2,122
Thomasina Pfannerstill MD,1,81,75,4,4,2,442
Thomasina Welch,3,74,155,4,1,1,411
Thor Abbott,1,14,62,2,4,3,243
Thor Harber,3,44,131,3,1,1,311
Thor Moen,3,76,159,4,1,1,411
Thor Muller,3,13,190,2,1,1,211
Thor Schultz,1,88,59,4,4,3,443
Thora Kuphal,1,43,59,3,4,3,343
Thora Sauer,5,31,221,2,1,1,211
Thornton Heaney,7,13,359,2,1,1,211
Thos Gerhold,3,47,169,3,1,1,311
Thresa Flatley DVM,1,47,41,3,4,4,344
Thurlow Kunze,1,84,40,4,4,4,444
Thurman Hammes,1,6,27,1,4,4,144
Thurman Welch,2,43,108,3,2,1,321
Thursa Schmidt,1,8,22,1,4,4,144
Thurston Armstrong,1,34,69,2,4,2,242
Thurston Bahringer,1,8,47,1,4,3,143
Thurston McDermott,1,7,23,1,4,4,144
Tia Hauck,1,11,65,1,4,3,143
Tia Zulauf,1,52,43,3,4,4,344
Tiana Greenholt,1,80,41,4,4,4,444
Tiana Koepp PhD,1,27,29,2,4,4,244
Tiana Senger,1,88,67,4,4,3,443
Tianna Schmeler,4,23,179,2,1,1,211
Tianna Spencer MD,1,47,38,3,4,4,344
Tianna Swaniawski,2,6,95,1,2,2,122
Tiarra Ebert,1,6,40,1,4,4,144
Tiarra Eichmann,5,19,238,2,1,1,211
Tierra Hayes,1,8,79,1,4,2,142
Tiesha Hodkiewicz,1,90,38,4,4,4,444
Tiesha White MD,1,47,34,3,4,4,344
Tiffanie Johnston,1,49,39,3,4,4,344
Tiffany Jakubowski MD,2,11,74,1,2,2,122
Tiffany Murphy,1,27,42,2,4,4,244
Tiffany Murray,2,35,115,2,2,1,221
Tilda Rice,1,49,62,3,4,3,343
Tilden Hermann,1,89,42,4,4,4,444
Tilden Shanahan,8,38,379,2,1,1,211
Tilla Emard,1,67,59,4,4,3,443
Tilla Kilback DVM,2,11,131,1,2,1,121
Tillie Purdy,1,67,54,4,4,3,443
Tillie Will,1,3,59,1,4,3,143
Tillman Mayer,2,11,121,1,2,1,121
Tillman Stroman,2,11,66,1,2,3,123
Tilman Murazik,1,64,30,4,4,4,444
Tim Pacocha,1,62,31,4,4,4,444
Timmie Gibson,2,40,106,3,2,2,322
Timmie Jacobi II,1,67,62,4,4,3,443
Timmie Ruecker,1,86,63,4,4,3,443
Timmothy Jones,1,52,35,3,4,4,344
Timmothy Waters,3,5,170,1,1,1,111
Timmy Hahn,1,36,29,2,4,4,244
Timmy Quitzon,1,47,71,3,4,2,342
Tina Ankunding,3,6,139,1,1,1,111
Tina Champlin,1,30,66,2,4,3,243
Tinie Crona,1,10,38,1,4,4,144
Tinie Rutherford DVM,1,42,34,3,4,4,344
Tinnie Tillman,1,25,76,2,4,2,242
Tiny Hane,2,59,142,3,2,1,321
Tiny McLaughlin,1,7,61,1,4,3,143
Tisa Bechtelar,2,20,139,2,2,1,221
Tisa Conn,1,18,74,2,4,2,242
Tisa Mosciski,1,47,26,3,4,4,344
Tisa Stoltenberg,2,36,96,2,2,2,222
Tisha Marks,1,6,56,1,4,3,143
Tishie Macejkovic,1,45,30,3,4,4,344
Tito Casper,1,32,34,2,4,4,244
Tito Goyette II,1,21,80,2,4,2,242
Tito Jakubowski,1,46,70,3,4,2,342
Tito Kling,1,43,40,3,4,4,344
Tobe Hahn,1,8,74,1,4,2,142
Tobe Hilll,1,9,78,1,4,2,142
Tobe Marks PhD,1,6,56,1,4,3,143
Tobe Vandervort,3,14,119,2,1,1,211
Tobe Wyman,1,83,20,4,4,4,444
Tobi Crist,1,11,48,1,4,3,143
Tobias Koepp,5,10,291,1,1,1,111
Tobias McKenzie,1,34,34,2,4,4,244
Tobie Brekke,1,27,71,2,4,2,242
Tobie Carroll,3,38,130,2,1,1,211
Tobin Upton,1,19,32,2,4,4,244
Toby Boyle,1,12,70,1,4,2,142
Toby Maggio V,2,59,124,3,2,1,321
Toccara Hermiston,1,80,28,4,4,4,444
Toccara Lebsack,2,44,129,3,2,1,321
Tod Bosco III,3,81,92,4,1,2,412
Tod Hagenes,1,26,44,2,4,4,244
Todd Mante,1,5,46,1,4,3,143
Tolbert Bednar,1,27,47,2,4,3,243
Tolbert Nikolaus,1,85,57,4,4,3,443
Tom Hills,1,72,28,4,4,4,444
Tom Wilkinson,2,37,79,2,2,2,222
Toma Kihn,5,14,278,2,1,1,211
Tomasa Mayert,2,87,71,4,2,2,422
Tomeka Larkin DVM,2,48,92,3,2,2,322
Tomeka Mills,5,4,243,1,1,1,111
Tomeka Nikolaus,1,6,71,1,4,2,142
Tomeka Turner,1,52,43,3,4,4,344
Tomie Graham,1,21,22,2,4,4,244
Tomika Koepp,1,89,67,4,4,3,443
Tomika Schroeder,1,56,71,3,4,2,342
Tommie Gleason,5,2,177,1,1,1,111
Tommie Ledner,1,44,65,3,4,3,343
Tommie Paucek,1,32,27,2,4,4,244
Toney Hickle,1,80,40,4,4,4,444
Toney Marvin,1,53,20,3,4,4,344
Toni Dach,1,12,42,1,4,4,144
Toni Kuphal,1,80,75,4,4,2,442
Tonia Gleason,4,17,177,2,1,1,211
Tonia Osinski DVM,3,72,86,4,1,2,412
Tonja Blick,1,54,39,3,4,4,344
Tonja Ebert,2,51,85,3,2,2,322
Tonja Hettinger,1,68,53,4,4,3,443
Tony Johnson,1,3,61,1,4,3,143
Tony Steuber,2,21,62,2,2,3,223
Torey O'Keefe,4,14,202,2,1,1,211
Torey Treutel,7,3,350,1,1,1,111
Tori Bailey,2,48,124,3,2,1,321
Tori Goldner,1,6,25,1,4,4,144
Tori Mraz,1,42,79,3,4,2,342
Toriano DuBuque,1,20,21,2,4,4,244
Torie Gorczany,2,47,118,3,2,1,321
Torie Ziemann,1,33,37,2,4,4,244
Torrance Aufderhar,1,36,38,2,4,4,244
Torrance Pollich,3,13,122,2,1,1,211
Torrey Kessler,1,45,79,3,4,2,342
Torrey McKenzie,1,75,43,4,4,4,444
Torrie Gaylord,1,67,50,4,4,3,443
Torrie Hartmann MD,4,15,221,2,1,1,211
Torry Connelly,2,1,131,1,2,1,121
Torry Murazik,4,12,227,1,1,1,111
Torry Reynolds,4,22,193,2,1,1,211
Tory Smith,7,6,330,1,1,1,111
Tosha Mitchell,1,46,35,3,4,4,344
Toshiko Bechtelar,5,11,255,1,1,1,111
Toshiko Beer,1,17,20,2,4,4,244
Toshio Brekke,2,80,118,4,2,1,421
Towanda Kemmer,2,47,46,3,2,3,323
Toy Gibson,1,74,33,4,4,4,444
Toy Hyatt,1,8,38,1,4,4,144
Toya Runolfsdottir,1,50,27,3,4,4,344
Trace Hintz DVM,2,3,71,1,2,2,122
Trace Nikolaus Jr.,1,36,35,2,4,4,244
Tracey DuBuque MD,2,24,119,2,2,1,221
Tracey Effertz,2,85,70,4,2,2,422
Tracey Hayes,1,8,75,1,4,2,142
Tracey Mann,1,72,53,4,4,3,443
Tracey Satterfield,1,80,70,4,4,2,442
Tracey Wuckert,1,31,73,2,4,2,242
Traci Ritchie,3,45,147,3,1,1,311
Traci Rowe,12,12,669,1,1,1,111
Traci Stoltenberg PhD,2,10,58,1,2,3,123
Tracy Feest,1,71,36,4,4,4,444
Tracy King,1,52,23,3,4,4,344
Tracy Lang,1,18,29,2,4,4,244
Tracy Quigley,1,53,62,3,4,3,343
Trae Koepp,2,40,121,3,2,1,321
Trae Strosin IV,1,52,43,3,4,4,344
Travis Cartwright,3,42,180,3,1,1,311
Trayvon Little I,1,67,26,4,4,4,444
Treena Spinka,1,5,32,1,4,4,144
Tremaine Boyle MD,3,46,173,3,1,1,311
Trent Crist,3,2,133,1,1,1,111
Trent Kuhn,6,4,246,1,1,1,111
Trent Turcotte,1,75,45,4,4,3,443
Trenten Ebert,1,13,26,2,4,4,244
Trenten Harris,1,32,33,2,4,4,244
Trenten Toy,1,88,38,4,4,4,444
Trenton Bartoletti,1,22,47,2,4,3,243
Trenton Gleichner,2,62,77,4,2,2,422
Trenton Schamberger,2,40,85,3,2,2,322
Trenton Thompson,1,69,58,4,4,3,443
Tresa Grady MD,1,37,68,2,4,2,242
Tressa Crona,1,74,25,4,4,4,444
Tressa Walter PhD,1,79,21,4,4,4,444
Tressie Buckridge DDS,1,51,57,3,4,3,343
Tressie Leuschke,1,57,68,3,4,2,342
Trever Stanton,2,38,81,2,2,2,222
Trever Zemlak,1,46,73,3,4,2,342
Trevin Emmerich,2,6,131,1,2,1,121
Trevion Effertz,1,3,56,1,4,3,143
Trevion Schroeder,1,47,22,3,4,4,344
Trevon Schamberger,1,89,67,4,4,3,443
Trevor Dickinson PhD,3,72,142,4,1,1,411
Trevor Sipes Jr.,2,6,87,1,2,2,122
Trevor Terry,3,36,143,2,1,1,211
Trey Gorczany DDS,1,47,75,3,4,2,342
Treyton Raynor,4,4,175,1,1,1,111
Treyvon Morissette,2,6,157,1,2,1,121
Treyvon Schaden,1,30,46,2,4,3,243
Tricia Bosco,1,44,61,3,4,3,343
Tricia Friesen DVM,5,40,159,3,1,1,311
Tricia Russel MD,2,10,103,1,2,2,122
Tricia Wilderman,1,67,29,4,4,4,444
Trilby Tremblay,1,71,62,4,4,3,443
Trina Gaylord DDS,2,47,129,3,2,1,321
Trina Harvey,2,46,96,3,2,2,322
Trinidad Little,1,47,64,3,4,3,343
Trinidad Witting,1,6,78,1,4,2,142
Trinity Kirlin,1,67,20,4,4,4,444
Tripp Abshire,2,36,111,2,2,1,221
Trish Collier,1,35,39,2,4,4,244
Trish Schinner,2,6,140,1,2,1,121
Tristan Hayes,1,89,76,4,4,2,442
Tristen Fahey,2,38,141,2,2,1,221
Tristen Kuphal,1,86,80,4,4,2,442
Tristen Murray,2,22,95,2,2,2,222
Tristian Legros,4,5,211,1,1,1,111
Tristin Price,8,23,446,2,1,1,211
Triston Fisher II,2,4,122,1,2,1,121
Triston Ledner Jr.,2,69,46,4,2,3,423
Triston Mills,3,9,156,1,1,1,111
Triston Wunsch,3,1,151,1,1,1,111
Trudie Mraz,2,19,75,2,2,2,222
Trudy Stokes,2,18,120,2,2,1,221
True Conroy,7,39,361,3,1,1,311
Trula Carter,3,5,152,1,1,1,111
Truman Lind,2,17,98,2,2,2,222
Trystan Block III,2,41,98,3,2,2,322
Trystan Kub,1,47,43,3,4,4,344
Trystan Wisoky,4,47,218,3,1,1,311
Tuan Terry,1,88,59,4,4,3,443
Tula Jacobs,3,4,178,1,1,1,111
Tula Ruecker,3,12,125,1,1,1,111
Turner Lowe,1,21,66,2,4,3,243
Twila Yundt,1,26,35,2,4,4,244
Twyla Schmidt,3,44,103,3,1,2,312
Twyla Zemlak,2,23,115,2,2,1,221
Ty Konopelski,1,69,57,4,4,3,443
Ty Orn,5,79,280,4,1,1,411
Ty Paucek,5,11,244,1,1,1,111
Tye Gulgowski,1,77,74,4,4,2,442
Tye Wisoky,6,6,324,1,1,1,111
Tyesha Fahey,18,5,918,1,1,1,111
Tyesha Willms,2,12,69,1,2,2,122
Tyler Heathcote,1,6,45,1,4,3,143
Tyler Larson,1,46,37,3,4,4,344
Tylor Dach,1,47,67,3,4,3,343
Tylor Goyette,3,67,160,4,1,1,411
Tylor Kling,1,22,60,2,4,3,243
Tylor Zboncak,1,87,37,4,4,4,444
Tyquan Frami,1,42,66,3,4,3,343
Tyquan Metz,1,55,47,3,4,3,343
Tyra Stanton DDS,1,64,64,4,4,3,443
Tyra Willms,4,5,250,1,1,1,111
Tyreek Windler,2,43,89,3,2,2,322
Tyreese Hamill,1,34,52,2,4,3,243
Tyreese Renner,1,3,74,1,4,2,142
Tyrek Cruickshank,1,30,29,2,4,4,244
Tyrek Macejkovic,11,4,650,1,1,1,111
Tyrese Lehner,1,67,22,4,4,4,444
Tyrin Corwin,1,74,67,4,4,3,443
Tyrin Kertzmann,1,52,24,3,4,4,344
Tyrone Sauer,1,14,22,2,4,4,244
Tyrus Beahan,3,31,186,2,1,1,211
Tyshawn Daugherty,5,5,253,1,1,1,111
Tyshawn Dooley,1,35,62,2,4,3,243
Tyshawn Witting,1,32,55,2,4,3,243
Ula Zieme,9,8,480,1,1,1,111
Ulises Bauch,1,27,52,2,4,3,243
Ulysses Cremin,1,52,70,3,4,2,342
Ulysses Johnson,3,17,94,2,1,2,212
Unknown Jerde,2,19,97,2,2,2,222
Unknown McCullough,2,7,140,1,2,1,121
Unknown Moen,2,37,111,2,2,1,221
Unnamed Vandervort,1,29,30,2,4,4,244
Urban Lueilwitz,1,47,77,3,4,2,342
Uriah Bode,3,46,162,3,1,1,311
Uriah Dietrich,1,86,50,4,4,3,443
Uriah West,1,47,22,3,4,4,344
Uriel Kuhn,4,47,151,3,1,1,311
Uriel Leffler,1,25,32,2,4,4,244
Urijah Runolfsdottir,4,14,199,2,1,1,211
Urijah Upton,3,86,150,4,1,1,411
Val Stehr,1,47,80,3,4,2,342
Val Walter,1,40,41,3,4,4,344
Valarie Kunde,2,40,76,3,2,2,322
Valencia Keebler DVM,2,6,150,1,2,1,121
Valencia Kunde,3,18,125,2,1,1,211
Valencia Reichert,1,34,50,2,4,3,243
Valentin Harvey,1,72,30,4,4,4,444
Valentin Kuhic,2,47,116,3,2,1,321
Valentina Miller,1,79,43,4,4,4,444
Valentino Nikolaus,1,86,66,4,4,3,443
Valeria Bogisich,1,28,69,2,4,2,242
Valerie Lockman,1,19,74,2,4,2,242
Valerie Rosenbaum,1,5,49,1,4,3,143
Valery Fahey,11,3,516,1,1,1,111
Valery Rippin,1,47,68,3,4,2,342
Valinda Torp,2,85,118,4,2,1,421
Vallie Powlowski,1,31,34,2,4,4,244
Valorie Watsica,1,66,59,4,4,3,443
Van Walter V,1,3,64,1,4,3,143
Vance Koch,2,5,117,1,2,1,121
Vance Marvin Jr.,1,4,58,1,4,3,143
Vander Dooley,1,25,51,2,4,3,243
Vander Harvey IV,1,81,45,4,4,3,443
Vanesa Kautzer,1,32,56,2,4,3,243
Vanesa Prohaska PhD,1,86,26,4,4,4,444
Vanesa Stroman,1,59,32,3,4,4,344
Vannie Kunze,1,58,31,3,4,4,344
Vara Brown,2,65,112,4,2,1,421
Vashti Rutherford,1,25,33,2,4,4,244
Vashti Schoen,1,11,32,1,4,4,144
Vassie Harvey PhD,2,6,117,1,2,1,121
Vassie Swaniawski PhD,1,74,68,4,4,2,442
Vaughn D'Amore,2,12,89,1,2,2,122
Vaughn Heathcote,1,72,80,4,4,2,442
Vaughn Kulas,1,6,36,1,4,4,144
Vaughn Lindgren,3,25,123,2,1,1,211
Velda Goyette,1,34,69,2,4,2,242
Velda Hermann,7,14,370,2,1,1,211
Vella Heaney PhD,1,53,52,3,4,3,343
Velma Dietrich DVM,2,47,66,3,2,3,323
Velma Hauck DDS,1,55,75,3,4,2,342
Velva Carter,3,6,188,1,1,1,111
Velva Gusikowski,6,24,320,2,1,1,211
Velva Wisozk,3,39,143,3,1,1,311
Velvet Bergnaum PhD,1,67,79,4,4,2,442
Vena Padberg,1,53,75,3,4,2,342
Venessa Toy,1,24,62,2,4,3,243
Venice Smith,1,10,20,1,4,4,144
Venita Ankunding,1,90,79,4,4,2,442
Vennie Hudson,1,55,49,3,4,3,343
Vennie Keebler,1,5,43,1,4,4,144
Vennie Keeling,1,64,29,4,4,4,444
Venus D'Amore,1,83,39,4,4,4,444
Vera Murazik DVM,1,81,37,4,4,4,444
Verda Towne,1,39,47,3,4,3,343
Verdell Kemmer,1,47,26,3,4,4,344
Verdie Aufderhar,1,36,73,2,4,2,242
Verdie Cummerata DVM,3,26,159,2,1,1,211
Vere Ankunding,1,45,62,3,4,3,343
Vere Nicolas,3,21,152,2,1,1,211
Verena Volkman,1,13,34,2,4,4,244
Vergie Aufderhar PhD,1,40,57,3,4,3,343
Vergie Mertz,2,47,70,3,2,2,322
Verl Konopelski,2,4,50,1,2,3,123
Verla Cole,2,87,53,4,2,3,423
Verla Hayes DVM,1,46,51,3,4,3,343
Verla Krajcik,2,6,137,1,2,1,121
Verla Larkin,2,15,132,2,2,1,221
Verla Schmeler,2,12,98,1,2,2,122
Verle Bode,3,44,140,3,1,1,311
Verle Homenick,1,63,58,4,4,3,443
Verle Koelpin,3,44,182,3,1,1,311
Verlene Emmerich,3,13,100,2,1,2,212
Verlene Greenfelder,2,88,120,4,2,1,421
Verlene Olson,2,12,127,1,2,1,121
Verlin Christiansen Sr.,2,25,108,2,2,1,221
Verlin McCullough,2,47,106,3,2,2,322
Verlon Kuphal,2,86,88,4,2,2,422
Verlon Lesch,1,0,34,1,4,4,144
Verlon Will,1,47,62,3,4,3,343
Vern Gerlach,1,29,43,2,4,4,244
Verna Hudson,2,18,114,2,2,1,221
Vernal Funk,1,69,53,4,4,3,443
Vernal Greenholt PhD,2,70,65,4,2,3,423
Vernal Welch,2,2,78,1,2,2,122
Verne Lueilwitz,1,43,68,3,4,2,342
Verne Schultz,1,46,26,3,4,4,344
Vernell Lockman,1,81,75,4,4,2,442
Vernell Mohr,1,5,41,1,4,4,144
Vernelle Cassin DVM,1,89,59,4,4,3,443
Vernelle Marks,6,12,322,1,1,1,111
Vernelle Rolfson DVM,1,10,22,1,4,4,144
Vernelle Wilderman,2,58,93,3,2,2,322
Verner Berge,1,35,35,2,4,4,244
Verner Dickens,1,3,61,1,4,3,143
Verner Towne,1,68,47,4,4,3,443
Verner Walsh,1,3,71,1,4,2,142
Vernetta Jakubowski,1,71,24,4,4,4,444
Vernetta Steuber,1,59,71,3,4,2,342
Vernia Brown,1,30,79,2,4,2,242
Vernice Cormier,1,6,51,1,4,3,143
Vernie Reynolds Sr.,1,88,63,4,4,3,443
Vernita Maggio,1,12,71,1,4,2,142
Verona Langosh,2,54,135,3,2,1,321
Verona Rolfson,1,83,41,4,4,4,444
Verona Welch PhD,1,87,74,4,4,2,442
Veronica Wolf,2,12,99,1,2,2,122
Versie Ondricka,1,81,35,4,4,4,444
Vessie Cruickshank,1,74,55,4,4,3,443
Vesta Dibbert,1,44,80,3,4,2,342
Vesta Wintheiser,3,12,125,1,1,1,111
Vester Bednar,2,33,102,2,2,2,222
Veta Crona,1,78,60,4,4,3,443
Veva Denesik,1,87,79,4,4,2,442
Vic Medhurst,1,68,27,4,4,4,444
Vic Ortiz,1,51,23,3,4,4,344
Vic Pfannerstill MD,14,2,707,1,1,1,111
Vic Volkman,2,8,103,1,2,2,122
Vicente Lebsack,1,63,70,4,4,2,442
Vick Eichmann,1,14,36,2,4,4,244
Vick Okuneva,2,12,96,1,2,2,122
Vick Schaefer,1,47,48,3,4,3,343
Vick Wisoky,1,83,28,4,4,4,444
Vickey O'Kon,1,47,34,3,4,4,344
Vicki Brakus MD,3,41,171,3,1,1,311
Vicki Gibson,1,32,58,2,4,3,243
Vicki Howe,1,89,79,4,4,2,442
Vicki Reynolds,1,80,57,4,4,3,443
Vickie Dare,1,17,69,2,4,2,242
Vickie Herman,1,6,40,1,4,4,144
Victor Bergstrom,5,19,285,2,1,1,211
Victor Schiller,2,71,87,4,2,2,422
Victoria Daugherty,1,29,30,2,4,4,244
Victoriano Hills,1,46,80,3,4,2,342
Victoriano Paucek,1,7,20,1,4,4,144
Victory Considine,2,82,111,4,2,1,421
Vida Kunde,1,68,64,4,4,3,443
Vidal Armstrong,1,23,27,2,4,4,244
Vidal Ernser,1,73,29,4,4,4,444
Vidal Herzog,1,74,41,4,4,4,444
Vidal Mohr,1,80,28,4,4,4,444
Vikki Blick,1,70,66,4,4,3,443
Vikki Bogisich,1,29,35,2,4,4,244
Villa Cassin DVM,5,4,272,1,1,1,111
Villa Oberbrunner,2,41,103,3,2,2,322
Vina Friesen,2,46,76,3,2,2,322
Vince Miller,2,12,90,1,2,2,122
Vince Nitzsche,1,52,20,3,4,4,344
Vincent Daugherty,1,22,61,2,4,3,243
Vincent Will,1,66,71,4,4,2,442
Vincenza Gaylord,1,80,22,4,4,4,444
Vincenza McCullough DDS,1,4,45,1,4,3,143
Vincenza O'Kon DDS,1,47,30,3,4,4,344
Vincenzo Breitenberg,3,57,191,3,1,1,311
Viney Daniel,1,40,37,3,4,4,344
Vinie Haley,1,3,55,1,4,3,143
Vinnie Rice,1,6,45,1,4,3,143
Vinnie Runolfsson,3,6,141,1,1,1,111
Vinson Tillman,2,1,109,1,2,1,121
Vinton Botsford,2,12,89,1,2,2,122
Vinton Mohr,1,85,53,4,4,3,443
Viola Kiehn,1,44,80,3,4,2,342
Violet Jakubowski,1,5,66,1,4,3,143
Violet Lockman,2,45,108,3,2,1,321
Violeta Leffler,2,47,124,3,2,1,321
Violeta Rolfson DDS,2,8,142,1,2,1,121
Violetta Littel,1,17,39,2,4,4,244
Violetta Powlowski,1,21,54,2,4,3,243
Violette Abernathy,1,35,74,2,4,2,242
Violette O'Kon,1,6,50,1,4,3,143
Violette Ortiz,1,18,57,2,4,3,243
Violette Schiller,4,54,220,3,1,1,311
Vira Kassulke,1,25,25,2,4,4,244
Vira Mante,1,25,45,2,4,3,243
Vira Rodriguez PhD,1,28,59,2,4,3,243
Virdie Hilll,10,3,431,1,1,1,111
Virdie Ziemann,1,72,77,4,4,2,442
Virge Balistreri,3,11,149,1,1,1,111
Virge Douglas,1,89,27,4,4,4,444
Virgel Grimes,1,46,71,3,4,2,342
Virgel Little V,2,60,77,4,2,2,422
Virgie Blick,3,4,218,1,1,1,111
Virgie Reichel,1,12,45,1,4,3,143
Virgil Cassin,1,46,78,3,4,2,342
Virgil Simonis,3,16,151,2,1,1,211
Virginia Shields,2,41,69,3,2,2,322
Virgle Wunsch,2,5,108,1,2,1,121
Viridiana Marvin,3,12,188,1,1,1,111
Vita Spencer,1,77,23,4,4,4,444
Vito Gulgowski,1,44,64,3,4,3,343
